period,radius,stellar_teff,stellar_logg,stellar_rad,stellar_mag,disposition,insolation,equilibrium_temp,stellar_mass,distance
506.771836,1.8,6035.0,4.177,1.283,12.588,FALSE POSITIVE,1.35,275.0,0.902144974174888,499.4914336006889
5.43361347,2.09,3694.0,4.686,0.566,15.808,CANDIDATE,21.27,548.0,0.5668339886650043,363.71151635397575
47.82278681,2.39,5767.0,4.438,1.0,14.395,CANDIDATE,141.45,878.0,0.999592574439681,817.0464398245555
348.96347,2.04,4823.0,4.564,0.792,15.325,CANDIDATE,0.36,198.0,0.8380566652141744,694.5548440363953
57.1143966,1.82,6136.0,4.378,1.106,14.245,FALSE POSITIVE,17.64,523.0,1.0649599491688042,954.7126301008155
59.4037839,1.65,6373.0,4.256,1.209,11.679,CANDIDATE,24.93,570.0,0.9608943128904444,345.35120600442053
485.91276,3.61,5957.0,4.506,0.937,15.645,FALSE POSITIVE,0.66,230.0,1.0263658727019007,1452.5852510925902
20.5311708,1.39,5398.0,4.58,0.805,15.673,FALSE POSITIVE,24.52,568.0,0.8982863120283607,1038.0265934232066
2.31164074,39.73,4883.0,2.439,18.427,13.041,FALSE POSITIVE,65140.27,4074.0,3.4019842054216376,5785.953293637585
43.581043,1.94,6225.0,4.45,1.031,15.63,CANDIDATE,22.89,558.0,1.0922960215639732,1733.341822654022
327.063,2.82,5750.0,4.538,0.882,15.941,CANDIDATE,0.89,248.0,0.9789492805179332,1459.9941433138497
21.92866538,65.97,5001.0,3.469,3.028,10.946,FALSE POSITIVE,220.41,983.0,0.9843164948461453,380.0287201360968
651.07431,1.55,5696.0,4.218,1.261,12.524,CANDIDATE,0.71,234.0,0.9577522797614636,424.62140887304537
49.1782244,1.79,5674.0,4.473,0.839,15.527,CANDIDATE,11.32,468.0,0.7626880519833387,1117.602752918205
545.54618,2.01,6432.0,4.145,1.476,11.577,FALSE POSITIVE,1.82,296.0,1.1091639258189765,409.75594951680415
1.928420823,79.4,6615.0,4.257,1.326,15.175,FALSE POSITIVE,2960.96,1882.0,1.1585374296826794,2041.503177624752
328.84846,2.23,5382.0,4.603,0.724,15.876,FALSE POSITIVE,0.54,219.0,0.7661259160920298,1018.9967343177564
271.790292,2.38,6484.0,4.258,1.32,13.887,CANDIDATE,3.72,354.0,1.150723238655319,1078.9635730433235
125.9578198,2.39,5767.0,4.438,1.0,15.184,FALSE POSITIVE,141.45,878.0,0.999592574439681,1175.0240128171267
3.5645249,0.6,5435.0,4.578,0.824,12.936,CANDIDATE,265.37,1029.0,0.93686592773846,305.4028936854336
426.34444,1.33,6395.0,4.17,1.394,12.254,FALSE POSITIVE,2.29,314.0,1.047969320537003,522.5053126029521
48.2455501,0.64,5441.0,4.481,0.827,12.429,CANDIDATE,9.61,449.0,0.7548037347512854,243.2258895948546
256.846143,46743.4,5208.0,3.321,4.329,13.93,FALSE POSITIVE,15.52,506.0,1.4308634589066629,2328.50071734119
146.931518,2.89,6237.0,4.338,1.135,13.986,FALSE POSITIVE,5.78,395.0,1.022856582402593,898.450570435516
377.311149,2.56,5897.0,4.531,0.891,15.495,CANDIDATE,0.83,243.0,0.9830563873623352,1263.242704348852
265.741374,3.24,6537.0,4.044,1.859,13.491,CANDIDATE,6.9,413.0,1.3943821058278951,1287.0137857223065
470.65357,2.99,6039.0,4.493,0.951,15.07,CANDIDATE,0.75,238.0,1.026086692364,1162.6725396326028
309.19347,3.07,5504.0,4.572,0.819,15.68,FALSE POSITIVE,0.73,236.0,0.9128319340055208,1101.5078368243514
1.541530919,115.49,7631.0,4.059,1.937,15.348,FALSE POSITIVE,12320.99,2689.0,1.5670478673323107,4297.732365127806
122.713036,1.79,6244.0,4.46,1.009,15.158,FALSE POSITIVE,5.66,393.0,1.07054605086085,1373.2948586505024
15.18575582,2.26,6311.0,4.207,1.339,12.493,CANDIDATE,170.46,922.0,1.052892847122042,545.6620829243006
25.50236699,2.39,5767.0,4.438,1.0,15.292,FALSE POSITIVE,141.45,878.0,0.999592574439681,1234.942514256774
290.625016,2.86,5195.0,3.735,2.409,11.098,FALSE POSITIVE,4.67,375.0,1.1494673007407807,349.90870173971683
2.945414866,38.32,4403.0,2.178,12.927,11.557,FALSE POSITIVE,36765.85,3531.0,0.9179489277729156,1666.2568923594713
59.14382117,2.39,5767.0,4.438,1.0,13.815,CANDIDATE,141.45,878.0,0.999592574439681,625.5279820186022
232.822285,48.88,6106.0,4.487,0.966,13.122,FALSE POSITIVE,2.05,305.0,1.0441845766977569,492.30876217311385
146.355097,0.82,3401.0,4.964,0.29,15.913,FALSE POSITIVE,0.08,135.0,0.2822402947983331,165.78991194873083
26.092284,1.35,6346.0,4.362,1.214,13.98,CANDIDATE,62.57,717.0,1.236688706334684,992.1233279714628
0.523493764,1.82,6122.0,3.791,2.455,13.085,FALSE POSITIVE,38110.61,3565.0,1.3580820658881303,1236.473992765665
514.14221,2.98,5524.0,4.579,0.78,15.773,FALSE POSITIVE,0.36,198.0,0.8414188296995364,1102.932112483138
47.0628978,4.1,5838.0,4.529,0.897,15.706,CANDIDATE,12.9,483.0,0.9917630124630386,1373.6227135000545
26.7371395,29.28,5794.0,4.317,1.155,12.688,FALSE POSITIVE,43.59,655.0,1.0092226520810563,433.9960782583271
310.61299,3.04,6063.0,4.47,1.001,15.503,FALSE POSITIVE,1.43,279.0,1.0781797634820154,1505.7610297561992
461.1417,7.1,5071.0,3.222,3.698,11.372,FALSE POSITIVE,6.7,410.0,0.8312981900237351,580.6319998638047
0.987069622,2.43,6602.0,4.354,1.223,13.114,FALSE POSITIVE,5878.09,2232.0,1.2321850503250895,725.979464498857
329.71491,1.39,5576.0,4.56,0.758,14.576,FALSE POSITIVE,0.68,232.0,0.7606089519899475,629.3055688757335
100.345648,1.57,5180.0,4.548,0.8,14.855,CANDIDATE,2.62,325.0,0.8241437989745314,651.7729699250451
111.187116,1.51,5806.0,4.168,1.281,12.709,CANDIDATE,8.86,440.0,0.880889190548171,488.0339468399775
1.23708565,36.31,6556.0,4.243,1.324,14.462,FALSE POSITIVE,5293.07,2174.0,1.1184047205725045,1441.8255394382634
498.24938,14.02,4949.0,3.136,6.334,12.519,FALSE POSITIVE,8.95,441.0,2.000686949976142,1606.4226014611515
1.573020098,31.6,6770.0,4.232,1.449,9.616,FALSE POSITIVE,4693.57,2113.0,1.3060499660153488,180.6311146760954
27.765596,1.2,5897.0,4.476,0.999,15.197,CANDIDATE,31.66,605.0,1.0888147554422642,1234.7373427255943
1.534679933,18.39,4965.0,2.863,8.834,12.224,FALSE POSITIVE,38505.56,3570.0,2.07557203727123,1968.5331818576549
71.59889,4.49,6637.0,4.014,1.662,10.877,FALSE POSITIVE,40.96,645.0,1.0401238627465843,355.8946781541304
367.6758,2.77,6140.0,4.455,1.048,15.343,CANDIDATE,1.27,271.0,1.14168313732718,1501.9133031466108
354.21154,8.41,4842.0,3.562,3.035,13.682,CANDIDATE,4.12,363.0,1.2250121949146129,1258.7952769415722
171.028691,2.49,6123.0,4.332,1.252,14.892,CANDIDATE,4.72,376.0,1.22752876831096,1449.7051672109176
624.90338,2.77,7089.0,4.148,1.729,13.62,CANDIDATE,2.48,320.0,1.5325441964433169,1493.86648899161
25.5338535,1.18,4445.0,4.63,0.635,15.573,CANDIDATE,6.66,410.0,0.6271486212791928,530.2297544740296
339.18998,2.75,5544.0,4.402,0.966,15.278,CANDIDATE,0.96,253.0,0.8585730933778243,1095.3941286139498
77.66967809,2.39,5767.0,4.438,1.0,13.528,FALSE POSITIVE,141.45,878.0,0.999592574439681,548.0835177615253
2.976012511,79.99,6572.0,4.408,1.08,11.287,FALSE POSITIVE,1119.89,1476.0,1.0881043142455609,273.88339594044606
349.73652,2.32,5310.0,4.582,0.796,15.466,CANDIDATE,0.52,216.0,0.8823667955402176,902.9193266408192
1.606003121,360.08,5297.0,2.909,5.059,14.194,FALSE POSITIVE,30041.73,3359.0,0.7567499136785527,3178.860459757512
61.438007,14.79,5080.0,2.967,8.527,13.213,FALSE POSITIVE,255.93,1020.0,2.4570587859168875,3136.682252532678
436.18813,1.64,6499.0,4.084,1.497,13.026,CANDIDATE,2.84,331.0,0.99144042294834,826.9166059233869
147.863607,2.03,5485.0,4.556,0.867,15.109,FALSE POSITIVE,2.05,305.0,0.9859643590799524,890.2647962942791
586.9171181,2.39,5767.0,4.438,1.0,15.58,FALSE POSITIVE,141.45,878.0,0.999592574439681,1410.0897053649137
21.1579573,1.63,6063.0,4.476,1.012,15.531,CANDIDATE,51.22,682.0,1.1173366548707488,1542.064318034847
19.545185,0.76,6273.0,4.311,1.16,12.091,FALSE POSITIVE,92.09,790.0,1.0040122223448018,388.11050988622935
215.044269,1.89,5651.0,4.374,1.02,14.088,FALSE POSITIVE,2.07,306.0,0.8974770769578465,694.700522450343
169.330666,16.68,5106.0,3.006,7.052,13.743,CANDIDATE,56.11,698.0,1.838432244367825,3345.189798523568
1.174683069,3.06,5974.0,4.332,1.143,14.009,FALSE POSITIVE,3076.92,1901.0,1.0230938688712026,838.9257137173457
33.2948005,1.46,6217.0,4.472,0.989,15.252,FALSE POSITIVE,30.67,600.0,1.0573422940152108,1393.4932375012163
249.35154,4.42,5780.0,4.438,1.0,13.931,CANDIDATE,1.65,289.0,0.999592574439681,662.830548529526
371.56492,1.89,5735.0,4.351,0.972,14.058,CANDIDATE,1.06,259.0,0.772957385437463,672.480891698916
546.53309,1.03,3434.0,4.892,0.36,15.347,CANDIDATE,0.02,94.0,0.3684919652868486,161.67762524508004
364.63189,2.06,6446.0,4.381,1.155,14.425,CANDIDATE,1.86,298.0,1.1694643565503513,1195.3894695246313
330.738115,4.42,5458.0,3.755,2.453,13.381,CANDIDATE,4.7,375.0,1.2480101506616008,1125.411762583374
78.876125,2.03,6046.0,4.509,0.927,15.819,CANDIDATE,7.86,427.0,1.011538668931295,1603.8467150096928
476.39752,1.82,6300.0,4.401,1.064,13.71,FALSE POSITIVE,1.09,261.0,1.0392170829705922,756.7798603859235
231.364508,2.45,4691.0,4.673,0.604,15.267,FALSE POSITIVE,0.4,202.0,0.6264651242321906,487.8818294348645
106.779168,1.94,7158.0,4.21,1.494,12.598,FALSE POSITIVE,22.43,555.0,1.3198489043407082,822.0170482830076
444.04257,1.48,5776.0,4.622,0.726,14.795,CANDIDATE,0.47,211.0,0.8048153717078664,715.3817042415535
12.5748872,1.03,3552.0,4.867,0.387,14.94,FALSE POSITIVE,3.49,349.0,0.4020174933190259,154.17136528008402
484.172005,2.38,5858.0,4.456,1.04,13.881,FALSE POSITIVE,0.72,235.0,1.1269112120612623,691.9566909128803
277.77499,2.48,4949.0,4.561,0.73,15.058,FALSE POSITIVE,0.52,216.0,0.7070803065140558,596.0800775225159
561.08191,1.93,6014.0,4.264,1.258,12.602,FALSE POSITIVE,1.0,255.0,1.0597033408114789,489.50183903597593
211.330867,2.09,5941.0,4.519,0.911,15.27,CANDIDATE,1.92,300.0,0.999677172627472,1181.9097650746298
28.615014,1.69,5562.0,3.925,1.987,14.091,FALSE POSITIVE,88.66,783.0,1.211208069225023,1312.8245070958253
105.5904748,8.16,4869.0,3.193,4.383,11.653,CANDIDATE,47.59,670.0,1.0923604371538582,722.100854426243
3.017155419,38.71,5893.0,4.175,1.302,13.871,FALSE POSITIVE,1155.07,1486.0,0.9247939708773144,872.631137481282
94.818136,2.39,5767.0,4.438,1.0,10.866,FALSE POSITIVE,112.85,878.0,0.999592574439681,160.85951018590063
52.6727624,1.64,6184.0,4.448,1.038,15.101,FALSE POSITIVE,17.45,521.0,1.1020916914331182,1349.8426759567176
34.4886903,0.71,5629.0,4.487,0.886,12.157,FALSE POSITIVE,17.87,524.0,0.8783962338231037,246.0611550573417
2.6228301,70.62,6233.0,4.472,0.988,15.768,FALSE POSITIVE,917.98,1403.0,1.0552051701672738,1774.5900310751815
222.068928,29.97,5221.0,2.766,12.042,12.552,FALSE POSITIVE,88.22,782.0,3.08475208905911,3451.0626893372178
0.56493398,30.51,5808.0,4.402,0.898,14.784,FALSE POSITIVE,5609.14,2206.0,0.7419518031200045,890.1770454979574
246.12174,7233.87,5780.0,4.438,1.0,13.671,FALSE POSITIVE,1.68,291.0,0.999592574439681,588.034106090389
159.05846,1.54,6365.0,4.411,1.033,12.885,FALSE POSITIVE,4.73,376.0,1.0023598542667118,512.9133189269396
550.86514,2.06,5912.0,4.367,1.115,13.093,CANDIDATE,0.76,238.0,1.055292267788259,525.6426030184758
380.39474,1.84,5772.0,4.608,0.745,15.326,CANDIDATE,0.6,224.0,0.8206076603344737,936.1722350964764
419.21314,5.06,5780.0,4.438,1.0,11.0,FALSE POSITIVE,0.83,243.0,0.999592574439681,171.87096522558494
350.98474,1.97,5473.0,4.537,0.816,15.458,FALSE POSITIVE,0.63,228.0,0.8359943432143733,979.6882383743472
298.4688,11.33,5189.0,3.12,6.491,11.454,FALSE POSITIVE,22.32,554.0,2.025098908270065,1108.219505110828
12.5747207,1.45,5654.0,4.59,0.774,15.133,CANDIDATE,54.46,693.0,0.849776941899998,853.8850464900665
43.22793081,2.39,5767.0,4.438,1.0,12.654,FALSE POSITIVE,141.45,878.0,0.999592574439681,366.4770154635595
528.10984,0.77,5618.0,4.566,0.811,12.143,FALSE POSITIVE,0.39,201.0,0.882804889126507,222.91082698170823
63.12379762,2.39,5767.0,4.438,1.0,15.008,FALSE POSITIVE,141.45,878.0,0.999592574439681,1083.5444748602438
358.5445555,2.39,5767.0,4.438,1.0,13.044,FALSE POSITIVE,141.45,878.0,0.999592574439681,438.57789819775337
119.669671,2.21,6382.0,4.432,1.059,15.493,FALSE POSITIVE,6.88,413.0,1.105643052978131,1756.9378497443154
598.31791,1.27,5216.0,4.613,0.735,14.415,FALSE POSITIVE,0.21,173.0,0.8079745836412714,495.803220786174
33.3726538,1.95,5504.0,4.583,0.796,15.986,CANDIDATE,13.7,491.0,0.884400861075972,1232.584656759016
18.40783671,2.39,5767.0,4.438,1.0,14.628,FALSE POSITIVE,141.45,878.0,0.999592574439681,909.5922302593476
143.163697,20.03,5145.0,3.05,7.653,12.644,CANDIDATE,71.41,741.0,2.3959979819601864,2222.026891922737
250.4858,2.1,5377.0,4.581,0.814,15.433,FALSE POSITIVE,0.86,246.0,0.9206018240393276,932.5053174393902
401.38712,2.04,5858.0,4.12,1.498,12.616,FALSE POSITIVE,1.98,303.0,1.0785658068902335,556.6181802976024
49.312677,2.84,4541.0,4.608,0.666,16.609,FALSE POSITIVE,3.22,342.0,0.6558001015941944,935.2421510482455
288.94276,1.05,5786.0,4.463,0.827,14.242,FALSE POSITIVE,1.16,265.0,0.7241591797909683,633.8831498195078
273.6857427,37.15,6033.0,4.071,1.65,15.233,FALSE POSITIVE,4.27,367.0,1.1689364731524692,2170.188380992913
28.1117095,1.19,5780.0,4.438,1.0,13.855,FALSE POSITIVE,30.39,599.0,0.999592574439681,640.0332199597522
17.74545614,116.14,6337.0,3.826,2.216,12.366,FALSE POSITIVE,353.47,1106.0,1.1993958267246865,858.7841284016912
603.3102,2.6,6446.0,4.391,1.125,13.911,FALSE POSITIVE,0.92,250.0,1.135345560699618,918.9247819670128
7.20281185,3.06,5388.0,4.56,0.717,13.028,CONFIRMED,93.79,794.0,0.6805520281806035,272.4715541346332
36.4772788,1.65,4910.0,4.545,0.755,15.846,FALSE POSITIVE,7.89,427.0,0.7289822008635936,872.2817275091669
282.0309,3.22,6343.0,4.411,1.137,14.81,CANDIDATE,2.32,315.0,1.2143502055034987,1360.494300109654
179.25465,1.35,5692.0,4.496,0.82,15.142,CANDIDATE,1.94,301.0,0.7681582974250415,920.641344255097
65.752109,2.0,5816.0,4.432,1.03,15.478,CANDIDATE,10.36,458.0,1.0459175990538394,1409.3954318912763
249.613773,2.39,5767.0,4.438,1.0,15.368,FALSE POSITIVE,141.45,878.0,0.999592574439681,1278.929903323964
59.9655175,1.92,5729.0,4.372,1.105,14.647,CANDIDATE,12.67,481.0,1.0484496458027677,1000.6144300807716
399.49671,1.39,6224.0,4.321,1.177,12.796,FALSE POSITIVE,1.59,286.0,1.0577327392234208,536.3675186119699
112.951287,15.19,5215.0,3.073,6.428,13.446,CANDIDATE,88.86,783.0,1.7822751730642294,2774.1588968412925
103.363691,2.0,5762.0,4.461,1.022,14.505,CANDIDATE,5.19,385.0,1.1008415492959642,876.8882340410535
251.958533,1.4,5870.0,4.449,0.985,12.289,FALSE POSITIVE,1.69,291.0,0.9947077056185668,316.125312830903
276.879492,11.67,5324.0,4.396,0.966,15.772,CANDIDATE,1.08,260.0,0.8467930289134774,1268.235948284346
389.169027,15.36,5075.0,3.031,6.918,13.443,FALSE POSITIVE,17.15,519.0,1.8740627852810177,2823.576053183349
418.04355,13.73,5110.0,3.184,5.469,13.637,CANDIDATE,10.83,463.0,1.6658614108738912,2474.5518763937166
18.78970984,44.01,6477.0,4.439,0.884,15.115,FALSE POSITIVE,75.6,752.0,0.7829383230251711,1269.2491997244697
0.915782856,32.86,6318.0,4.256,1.333,13.806,FALSE POSITIVE,6663.73,2307.0,1.1681088655716183,996.6352224824252
0.66882716,124.42,3711.0,0.652,150.091,11.598,FALSE POSITIVE,7165673.12,13184.0,3.6858047346279017,14005.009217050265
370.05918,1.9,5228.0,4.592,0.751,15.612,CANDIDATE,0.43,206.0,0.8037165202778418,883.1977092351211
43.5428781,17.47,6669.0,4.224,1.427,15.223,FALSE POSITIVE,53.04,688.0,1.243572093065508,2282.9281700362058
19.4534296,1.25,6372.0,4.453,1.015,14.518,CANDIDATE,72.59,744.0,1.065994848096381,1071.4315128002388
3.72273683,0.52,5898.0,4.567,0.819,13.945,FALSE POSITIVE,350.89,1104.0,0.9023828332628364,568.9056898246685
3.7229369,0.46,3724.0,4.767,0.48,14.541,FALSE POSITIVE,28.81,591.0,0.4912533172518116,174.90709274262974
1.80455062,0.65,6006.0,4.41,1.019,13.73,FALSE POSITIVE,1457.85,1577.0,0.9731311829547632,664.8010226772209
10.1955065,1.02,5182.0,4.601,0.666,15.05,FALSE POSITIVE,45.18,661.0,0.6453145831279677,594.0402683434324
232.916142,1.2,5807.0,4.108,1.496,10.926,CANDIDATE,4.02,361.0,1.0463722374039135,250.83150544887943
3.66115536,0.81,6356.0,4.241,1.308,13.164,FALSE POSITIVE,1093.71,1466.0,1.0865219621410136,736.4145491973625
267.282521,1.43,4926.0,4.653,0.662,13.725,CONFIRMED,0.44,207.0,0.7186856942970874,289.863574565278
16.9348104,1.31,4650.0,4.589,0.706,15.549,CONFIRMED,15.77,508.0,0.7053950753826592,638.0540151727283
44.7055876,72.59,5942.0,4.506,0.938,15.253,CANDIDATE,15.83,509.0,1.0285577906526662,1207.8554755973553
57.3888262,1.88,5242.0,4.512,0.856,14.803,CANDIDATE,6.41,406.0,0.8685014555386806,697.2919268411595
126.5145764,2.39,5767.0,4.438,1.0,12.5,CANDIDATE,141.45,878.0,0.999592574439681,341.3868135192114
14.5168151,1.82,5934.0,3.945,1.885,13.698,CANDIDATE,265.78,1030.0,1.1414206632397244,1182.9142883244026
225.4342042,2.39,5767.0,4.438,1.0,15.166,FALSE POSITIVE,141.45,878.0,0.999592574439681,1165.3241369871566
359.98653,1.76,5171.0,4.626,0.677,15.155,CANDIDATE,0.38,200.0,0.706318137543485,631.0802419388787
1.540399732,0.58,5160.0,4.518,0.784,13.328,FALSE POSITIVE,700.19,1312.0,0.7386779693713732,313.73451899461713
1.540389045,32.54,4964.0,2.562,15.155,13.561,FALSE POSITIVE,86889.72,4379.0,3.054463238929932,6248.364056774486
1.540393027,2.17,5466.0,4.396,0.946,14.844,FALSE POSITIVE,1200.85,1502.0,0.8120921156410433,853.841442730554
0.888045184,2.04,6316.0,3.908,2.087,12.807,FALSE POSITIVE,15984.12,2870.0,1.2848958292410568,984.3590327809612
43.9311596,58.37,4888.0,3.257,5.132,12.776,FALSE POSITIVE,156.74,902.0,1.735386907710902,1429.209457190303
494.62409,1.04,4302.0,4.647,0.604,14.205,FALSE POSITIVE,0.11,145.0,0.5900609830986899,251.60808357295537
573.23826,6.93,5172.0,3.534,3.264,13.815,CANDIDATE,3.09,338.0,1.3283830378164994,1642.1545260221149
314.765374,2.0,5228.0,4.6,0.755,15.578,CANDIDATE,0.53,217.0,0.8274026824127863,874.1077052913002
110.7521413,2.39,5767.0,4.438,1.0,12.372,FALSE POSITIVE,141.45,878.0,0.999592574439681,321.84498175748496
121.1825045,2.39,5767.0,4.438,1.0,13.476,FALSE POSITIVE,141.45,878.0,0.999592574439681,535.1145280153416
78.60436061,34.8,5938.0,4.427,0.985,14.08,FALSE POSITIVE,8.68,438.0,0.9455739132478502,738.0120555369684
294.202469,2.61,6897.0,4.121,1.635,11.733,FALSE POSITIVE,6.09,401.0,1.2878299925888783,560.7703568313498
588.10504,1.77,6214.0,4.457,0.965,14.514,FALSE POSITIVE,0.67,231.0,0.9724732142076375,966.978126636855
116.170346,1.68,5510.0,4.594,0.762,15.232,FALSE POSITIVE,2.49,320.0,0.8312524990301167,835.6126542446365
452.30053,2.29,5396.0,4.599,0.766,15.494,FALSE POSITIVE,0.37,199.0,0.8497292351799537,908.90708911442
39.5931053,1.22,6046.0,4.486,0.972,13.804,FALSE POSITIVE,21.06,546.0,1.0547646134698268,664.8893701033129
1.55935718,1.39,6475.0,3.921,1.9,13.357,FALSE POSITIVE,7676.02,2389.0,1.0973122389920889,1213.3329328653206
100.629443,1.75,6351.0,4.513,0.921,15.08,FALSE POSITIVE,6.84,412.0,1.0077255773992049,1251.0961706392436
438.98396,32.58,5053.0,2.77,11.706,12.356,CANDIDATE,30.43,599.0,2.941982335885158,2871.137260947909
273.169948,2.8,5880.0,4.035,1.65,13.831,FALSE POSITIVE,4.08,362.0,1.0759470761198535,1080.8997975368666
14.5123622,2.08,5094.0,4.469,0.87,15.77,CONFIRMED,38.6,636.0,0.8125713889094215,1044.6816660722966
1.434200327,44.76,6911.0,4.038,1.501,7.899,FALSE POSITIVE,7985.65,2410.0,0.8965704187715733,88.43197354376734
8.653098686,77.15,6911.0,4.038,1.501,7.899,FALSE POSITIVE,725.95,1324.0,0.8965704187715733,88.43197354376734
2.302365255,63.06,5948.0,4.269,1.229,10.691,FALSE POSITIVE,1429.81,1568.0,1.023120501050851,194.0173827315317
0.575445783,1.3,6215.0,3.802,2.396,13.022,FALSE POSITIVE,34528.16,3478.0,1.326773072456966,1208.1362592317855
214.715417,71.79,5022.0,3.06,5.826,12.391,FALSE POSITIVE,31.0,602.0,1.420901529864154,1434.40151804587
23.0295222,20.81,5877.0,4.445,0.959,14.802,FALSE POSITIVE,40.87,645.0,0.9342438241509246,981.4695444137288
359.04147,27.1,4596.0,4.59,0.696,14.96,FALSE POSITIVE,0.25,181.0,0.687134098323801,468.50703740245154
0.52363021,52.26,5407.0,4.535,0.745,13.901,FALSE POSITIVE,3324.98,1940.0,0.6936422954572122,426.20236081927385
0.523632451,1.08,8277.0,3.693,3.518,10.061,FALSE POSITIVE,188657.97,5313.0,2.2254338597809955,804.6158522787429
492.25299,1.8,5755.0,4.478,0.936,13.465,FALSE POSITIVE,0.59,224.0,0.960228780520614,496.2646536914932
293.5056071,48.59,5455.0,4.381,1.006,15.184,FALSE POSITIVE,1.16,265.0,0.8871947898621024,1057.6313844211752
25.95247,1.56,7351.0,4.17,1.679,13.357,FALSE POSITIVE,189.06,946.0,1.5202829102260125,1381.943796743331
4.34573349,0.86,5967.0,4.43,0.976,13.864,FALSE POSITIVE,415.52,1151.0,0.9348085084525224,668.5112689736856
288.07937,3.01,5825.0,4.504,0.965,15.212,CANDIDATE,1.25,269.0,1.0836215866559495,1171.8337767001126
484.5833593,2.39,5767.0,4.438,1.0,13.999,FALSE POSITIVE,141.45,878.0,0.999592574439681,680.842632016911
288.285213,2.2,6171.0,4.337,1.127,12.369,FALSE POSITIVE,2.25,312.0,1.0061688164003744,414.74565794371705
198.895864,3.33,5184.0,4.502,0.808,15.805,CANDIDATE,1.14,264.0,0.7562157926261787,1021.146811534147
19.93826636,2.39,5767.0,4.438,1.0,15.986,FALSE POSITIVE,141.45,878.0,0.999592574439681,1699.991468879928
491.08027,1.86,5931.0,4.396,0.997,14.427,FALSE POSITIVE,0.79,241.0,0.902014123980617,874.3752288561714
3.350209754,1447.13,6657.0,4.181,1.501,11.494,FALSE POSITIVE,1777.46,1656.0,1.246190412639606,429.6201528399265
628.592314,6.99,5058.0,3.497,3.117,12.275,FALSE POSITIVE,2.57,323.0,1.11249130631826,737.9743911943953
471.37787,1.31,5831.0,4.236,1.305,11.985,FALSE POSITIVE,1.2,267.0,1.0691633045109097,359.28859678245635
52.69092296,2.39,5767.0,4.438,1.0,12.358,CANDIDATE,141.45,878.0,0.999592574439681,319.7766451710936
425.22927,1.4,3803.0,4.755,0.492,15.973,FALSE POSITIVE,0.06,125.0,0.5020572313671502,361.5468588668512
37.71508287,2.39,5767.0,4.438,1.0,15.294,CANDIDATE,141.45,878.0,0.999592574439681,1236.0804623103868
5.1779065,2.93,5921.0,3.766,2.589,14.326,CANDIDATE,1692.64,1636.0,1.4258936079330615,2160.0759010890083
474.22897,2.0,5818.0,4.523,0.925,15.322,CANDIDATE,0.6,225.0,1.040175180112595,1178.7888131496052
371.50631,2.88,5696.0,4.491,0.924,15.392,CANDIDATE,0.8,242.0,0.964199637150136,1165.6247802310588
606.9148877,2.39,5767.0,4.438,1.0,13.532,FALSE POSITIVE,141.45,878.0,0.999592574439681,549.0940553654768
5.24331899,0.83,5430.0,4.613,0.735,15.196,FALSE POSITIVE,138.45,875.0,0.8079745836412714,769.899145107029
47.0320478,1.98,5370.0,4.337,1.055,14.904,CONFIRMED,13.83,492.0,0.8817144139485255,944.8173725957898
10.31453308,29.6,6335.0,4.455,0.837,15.295,FALSE POSITIVE,144.83,885.0,0.7282390065356819,1249.008907319511
15.52861675,1.96,5750.0,4.538,0.882,15.598,FALSE POSITIVE,51.98,685.0,0.9789492805179332,1246.6688659701294
53.50186097,55.23,5436.0,4.587,0.748,15.929,FALSE POSITIVE,6.63,409.0,0.7881814637097755,1100.543804076261
10.69223009,65.42,6022.0,4.49,0.941,15.507,FALSE POSITIVE,115.48,836.0,0.997705274379125,1399.000806673782
1.60375114,0.82,5818.0,4.292,1.116,13.261,FALSE POSITIVE,1918.63,1688.0,0.8895111789830841,550.5014504152091
15.7397651,1.18,4733.0,4.569,0.723,15.281,FALSE POSITIVE,19.54,536.0,0.7064795837254358,598.3539265964449
117.2680843,2.39,5767.0,4.438,1.0,12.501,CANDIDATE,141.45,878.0,0.999592574439681,341.54406416228176
73.3377984,73.06,7276.0,4.318,1.321,13.559,FALSE POSITIVE,30.85,601.0,1.323209640940634,1169.0552525707776
282.159571,3.09,6677.0,3.92,2.108,10.826,FALSE POSITIVE,9.13,443.0,1.3476100289525128,446.2520232244908
6.58729511,58.09,5619.0,4.07,1.406,14.035,FALSE POSITIVE,416.15,1152.0,0.8468249840982502,923.9537320246436
459.23193,2.64,6067.0,4.307,1.116,13.469,FALSE POSITIVE,1.17,265.0,0.9207705290980482,658.8082417858012
62.312419,6.15,4999.0,3.243,5.615,13.172,CANDIDATE,116.69,838.0,2.011511604909138,1962.7404514350585
25.9493253,1.04,4835.0,4.758,0.526,15.742,FALSE POSITIVE,6.62,409.0,0.5778225806563905,561.7273116126255
212.76701,1.08,6098.0,4.286,1.245,12.045,FALSE POSITIVE,3.71,354.0,1.0918468465969131,385.3816489337025
386.62189,1.44,6085.0,4.412,1.033,13.262,FALSE POSITIVE,1.21,267.0,1.004670532370526,557.6584994158782
84.644104,34.61,5229.0,2.486,15.517,15.359,FALSE POSITIVE,584.49,1254.0,2.6880574201552743,16247.699675570624
575.95408,2.92,5398.0,4.508,0.854,15.843,FALSE POSITIVE,0.33,194.0,0.8565224737925657,1190.8867692027422
