toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate,stellar_mass
1398.01,66445643,ACTIVE PLANET CANDIDATE,22h45m32.71s,341.386298,+48d09m41.6s,48.161556,-2.432,-6.636,2460420.937502,6.5560604,2.703,861.0,13.1465,1056.97,1588.0,8.6291,648.398,8918.0,3.51,4.58,2019-10-30 21:47:37,2024-11-15 16:02:02,2.474879038203187
1399.01,66783360,FALSE POSITIVE,22h47m53.02s,341.970903,+49d55m05.06s,49.918072,18.039,0.467,2459881.30632,1.3812787,2.4,1573.0,5.91488,24595.6,3488.0,10.2107,252.396,6483.0,4.28,1.38,2019-10-30 21:47:37,2023-05-24 12:02:59,1.323065040188294
140.01,140068425,ACTIVE PLANET CANDIDATE,22h01m12.43s,330.301777,-49d03m36.28s,-49.060077,32.489,-15.438,2458327.399828,2.2813432,1.1601933,1126.6619488,12.7387194,5760.9720984,2221.9981475,9.7828,337.105,6174.0,4.27404,2.35511,2018-09-05 18:51:57,2023-11-15 16:02:02,3.80089099108407
1400.01,258801269,FALSE POSITIVE,19h08m06.02s,287.025089,+66d17m26.51s,66.290697,4.723,-12.459,2458689.02568,5.48923,3.29,910.0,11.8401,2592.62,1987.0,10.938,370.791,6004.0,4.06,1.62,2019-10-30 21:47:37,2021-10-29 12:59:15,1.0986340382641053
1401.01,259126549,FALSE POSITIVE,19h25m38.84s,291.411851,+69d06m46.73s,69.11298,0.9,-6.4,2459658.948928,7.3845072,4.531,25160.0,23.6091,514.397,1183.0274647,10.9828,383.166,6149.2,4.33,1.43,2019-10-30 21:47:37,2022-07-12 16:02:02,1.5940248818194296
1402.01,259129875,FALSE POSITIVE,19h27m31.26s,291.880247,+68d00m52.9s,68.014695,2.859,7.618,2458684.09715,0.43889,0.947,650.0,6.69456,14357.3,3049.0,10.5896,576.745,7111.0,3.91,2.32,2019-10-30 21:47:37,2021-10-29 12:59:15,1.5951406811175528
1403.01,328750515,FALSE POSITIVE,22h09m08.9s,332.287103,+57d56m20.3s,57.938972,4.333,6.381,2459825.344785,2.3359622,6.0165684,3066.2492749,18.3852989,7363.4830838,2362.6020308,10.7387,482.603,7577.0,4.05,2.0780001,2019-10-30 21:47:37,2022-12-08 10:10:02,1.7665020652535315
1404.01,352239069,CANDIDATE,19h28m47.06s,292.196087,+58d36m53.15s,58.614764,2.189,1.72,2459908.512546,6.8674054,3.488,779.0,2.4024,297.944,1157.0,10.9425,247.074,6051.5,4.48,1.03,2019-10-30 21:47:37,2023-07-06 16:02:02,1.1681469265901179
1404.02,352239069,CANDIDATE,19h28m47.06s,292.196087,+58d36m53.15s,58.614764,2.189,1.72,2459908.522961,14.431887,3.265,1687.0,3.73311,52.4908,749.0,10.9425,247.074,6051.5,4.48,1.03,2022-02-28 23:51:57,2023-07-06 16:02:02,1.1681469265901179
1405.01,387834907,FALSE POSITIVE,21h02m40.59s,315.669109,+70d04m49.08s,70.0803,3.4,-1.7,2458739.88011,12.64001,6.893,9458.38,10.541599999999999,703.834,1434.0,8.4239,364.963,5195.1,4.33,1.23975,2019-10-30 21:47:37,2022-07-18 16:02:01,1.198094998525787
1406.01,231736113,CONFIRMED,05h28m30.71s,82.127963,-48d24m32.64s,-48.409067,0.889,-21.885,2459218.231402,10.5739824,4.04,5460.0,9.43898,171.146,1007.0,11.4266,414.23,6519.0,4.36,1.27,2019-10-31 22:56:30,2021-10-29 12:59:15,1.34719500270677
1407.01,69747919,CONFIRMED,22h26m18.27s,336.576123,-18d00m41.99s,-18.011665,73.606,-114.505,2459085.39112,9.9783319,4.2281711,179.2248456,2.0515332,300.9646623,1062.3035336,7.7275,80.8994,6073.5,4.1,1.47131,2019-10-31 22:56:30,2024-09-07 10:08:02,0.9936453276831809
1408.01,364186197,CONFIRMED,20h54m02.65s,313.511047,+72d34m50.33s,72.580646,11.808,28.759,2460661.181674,4.4247042,1.318,2447.0,8.3621,465.179,1293.0,8.82374,139.484,6594.0,4.23,1.49,2019-11-06 20:55:18,2025-07-23 16:00:01,1.3746608305381947
1408.02,364186197,CONFIRMED,20h54m02.65s,313.511047,+72d34m50.33s,72.580646,11.808,28.759,2460479.047419,2.2222094,2.461,87.0,1.39527,2005.35,1864.0,8.82374,139.484,6594.0,4.23,1.49,2024-09-24 23:11:45,2025-08-29 16:00:02,1.3746608305381947
1409.01,115771549,ACTIVE PLANET CANDIDATE,22h39m15.82s,339.815915,+33d53m22.05s,33.889459,-9.2,-6.3,2459844.125039,4.7182888,4.046,3000.0,15.2763,876.886,1516.0,8.3764,83.2324,6112.0,4.33,2.74,2019-11-06 20:55:18,2022-12-05 16:02:02,5.852267202673749
141.01,403224672,CONFIRMED,22h35m56.09s,338.983717,-59d51m53.38s,-59.864829,-108.388,-84.419,2460178.671412,1.0082361,1.41,228.0,1.7202,1882.94,1835.0,7.384,48.0883,5795.29,4.438,1.13,2018-09-05 18:51:57,2023-11-15 16:02:02,1.2763797583020284
1410.01,199444169,CONFIRMED,22h19m31.88s,334.882849,+42d33m37.13s,42.560314,-67.417,10.385,2459850.737058,1.2168732,0.86,1240.0,3.43106,153.719,980.0,10.1917,72.7512,4634.6,4.51,0.78,2019-11-06 20:55:18,2025-04-20 12:03:53,0.7178144995532212
1411.01,116483514,CONFIRMED,15h31m47.05s,232.946047,+47d03m19.98s,47.055551,154.795,-298.481,2460447.085367,1.4520486,1.339,393.0,1.404,266.85,1125.0,9.1043,32.4778,4184.0,4.57376,0.69,2019-11-06 20:55:18,2024-08-15 10:08:02,0.6505507812428397
1412.01,116483734,ACTIVE PLANET CANDIDATE,15h32m15.8s,233.065833,+47d51m38.69s,47.860746,122.467,-70.663,2459714.075511,4.731977,0.361,3470.0,6.97384,3.01841,367.0,11.0997,81.0643,4223.45,4.61744,0.66,2019-11-06 20:55:18,2022-09-02 16:02:01,0.6581894129748442
1413.01,119700084,CANDIDATE,22h13m00.76s,333.253171,+37d37m39.27s,37.627574,37.32,-38.196,2459829.698976,6.1182129,0.6671441,1805.1895773,6.1579891,149.0299553,891.1240042,10.1188,115.417,5427.0,4.51461,0.890109,2019-11-06 20:55:18,2022-12-05 16:02:02,0.944755449764834
1414.01,125442121,ACTIVE PLANET CANDIDATE,23h26m19.13s,351.579721,+38d33m10.58s,38.55294,3.164,-8.173,2459853.583682,3.0197807,3.5896763,12016.7483851,17.9176077,2558.7198805,1813.9505159,11.029,460.951,7128.0,4.23768,1.58815,2019-11-06 20:55:18,2023-01-31 14:54:33,1.5895934301012862
1415.01,148782377,CANDIDATE,14h36m08.89s,219.037047,+42d22m42.45s,42.378458,-59.935,42.482,2458745.710132,14.4204896,5.1737619,1061.4991496,4.7909139,186.8796664,942.9968937,8.39816,112.152,6383.0,4.24518,1.41048,2019-11-06 20:55:18,2025-07-24 16:00:02,1.275665722665399
1416.01,158025009,CONFIRMED,14h27m41.64s,216.923489,+41d57m10.75s,41.952986,-92.338,-101.247,2460423.263435,1.0697621,1.356,376.0,1.60037,1061.92,1590.0,9.0739,55.0135,4946.0,4.53834,0.8,2019-11-06 20:55:18,2024-11-15 16:02:02,0.8060147608141044
1417.01,164173105,CONFIRMED,22h23m18.07s,335.825303,+35d02m05.71s,35.03492,10.685,-18.496,2459827.0017,3.0726434,2.2602485,10471.4949697,19.9197757,2446.8848714,1793.7963398,8.51017,151.528,7164.0,4.25661,1.55831,2019-11-06 20:55:18,2023-06-13 16:02:07,1.5986034155535178
1418.01,224600500,FALSE ALARM,16h59m50.06s,254.958579,+58d27m45.48s,58.462633,-10.013,11.018,2458684.277966,0.6763235,4.916459,30.1617977,1.700035,42572.1587375,3663.5419408,6.76754,161.067,8475.0,3.82228,2.9486499,2019-11-06 20:55:18,2022-10-04 16:02:02,2.105471867535427
1419.01,311035838,CONFIRMED,13h44m22.56s,206.094014,+48d01m42.83s,48.028565,-19.746,-24.008,2459661.5681,2.8997405,1.849,13760.0,10.0433,176.587,1015.0,10.7164,134.554,5224.0,4.55801,0.82,2019-11-06 20:55:18,2022-07-14 10:10:02,0.8860550926248091
142.01,425934411,CANDIDATE,00h18m25.41s,4.60586,-62d50m52.35s,-62.847875,6.11,5.18,2458325.485901,0.8533534,1.2018737,25080.3290695,12.600718,262.1025386,1026.213105,14.7109,320.237,3658.0,4.438,0.608076,2018-11-14 15:06:55,2024-04-25 10:08:01,0.3696057735586764
1420.01,321857016,CONFIRMED,21h31m46.03s,322.941809,+66d20m56.42s,66.349005,45.326,32.042,2459830.458192,6.9561134,3.3628003,15989.231101,12.090823,136.9557694,872.4987884,11.2287,201.918,5387.0,4.46259,0.940037,2019-11-06 20:55:18,2025-04-20 12:03:53,0.9347660202564482
1421.01,329277372,ACTIVE PLANET CANDIDATE,22h10m31.3s,332.630396,+57d16m56.77s,57.282437,4.661,25.274,2459854.509943,2.8879675,3.6626399,23489.3314084,10.541599999999999,634.2192374,1279.9105013,10.5998,74.2281,5780.0,4.438,1.23975,2019-11-06 20:55:18,2023-04-26 10:10:02,1.5363538575368367
1422.01,333473672,CONFIRMED,23h36m57.8s,354.240829,+39d38m21.4s,39.639279,-67.547,-31.087,2459864.063759,13.001789,4.4847322,1339.5837664,3.84805,90.515093,786.6834253,10.1308,155.141,5914.0,4.46,1.00826,2019-11-06 20:55:19,2023-06-13 16:02:07,1.0689763510062666
1423.01,346418409,FALSE POSITIVE,22h58m26.32s,344.609651,+39d39m31.36s,39.658712,-79.05,-38.029,2458740.961818,2.7556532,3.3967282,2854.4589288,6.4145519,207.2386368,967.6926252,10.9243,112.383,4993.0,4.66918,0.696945,2019-11-06 20:55:19,2022-09-23 12:03:10,0.8267991752646766
1424.01,418959198,CANDIDATE,22h59m37.74s,344.907267,+36d31m03.6s,36.517666,3.639,5.359,2459827.504099,4.8962484,2.362418,1186.0289925,3.5246468,95.080851,796.4215716,10.5152,86.8203,4528.99,4.48318,0.799965,2019-11-06 20:55:19,2023-05-19 10:10:02,0.7098147073134269
1425.01,350132371,ACTIVE PLANET CANDIDATE,21h56m21.93s,329.091358,+68d59m52.93s,68.998035,39.456,-35.754,2460448.86278,1.0318213,1.599,5577.0,28.2906,8422.18,2668.0,9.25755,153.904,5810.6,4.13,1.49,2019-11-12 16:59:56,2024-09-04 10:08:02,1.0919319108660175
1426.01,128501004,FALSE POSITIVE,22h36m08.02s,339.03342,+37d50m27.75s,37.841042,-65.606,57.654,2458739.0012,0.78999,1.153,5750.0,1.99,5497.38,2398.0,9.76952,129.284,5558.0,4.43,1.1,2019-11-12 16:59:56,2021-10-29 12:59:15,1.1874310241151906
1427.01,2041563029,FALSE POSITIVE,23h06m04.19s,346.517442,+43d53m55.08s,43.898633,-2.799,-37.636,2458747.00971,12.80758,3.596,27112.7,11.4222,28.4034,643.0,10.0526,72.6157,5094.4,4.33,0.63,2019-11-12 16:59:56,2021-10-29 12:59:15,0.3093884667192193
1428.01,377304435,FALSE POSITIVE,19h08m12.04s,287.050161,+55d18m13.29s,55.303691,-4.773,4.565,2458691.56061,11.35626,6.047,2190.0,12.9372,1493.65,1731.0,10.8475,504.976,6314.0,3.87,2.14,2019-11-12 16:59:56,2021-10-29 12:59:15,1.237800255411535
1429.01,138968089,FALSE POSITIVE,19h40m24.26s,295.101088,+40d59m12.2s,40.986723,-2.194,6.889,2458711.558151,0.6412558,1.1161082,1029.5348333,4.841202,10373.5192117,2573.9569471,11.6459,435.255,5854.65,4.1262,1.47292,2019-11-14 17:07:14,2021-10-29 12:59:15,1.0577458736796113
143.01,25375553,CONFIRMED,21h55m04.26s,328.767739,-22d36m45.36s,-22.6126,12.885,-4.311,2460155.87081,2.3109689,3.4303821,6829.4236495,17.30428,4324.0354536,2068.197749,9.77486,298.109,6371.0,3.94807,1.95411,2018-09-05 18:51:57,2023-11-15 16:02:02,1.2353528903537618
1430.01,293954617,CONFIRMED,20h02m27.71s,300.615453,+53d22m38.79s,53.377442,164.816,145.473,2460549.311109,7.4341456,2.424,701.0,1.97737,48.0098,733.0,8.3879,41.1706,5064.0,4.57887,0.78,2019-11-14 17:07:14,2024-11-14 10:08:02,0.8411670003931642
1431.01,375506058,CONFIRMED,21h04m48.89s,316.203692,+55d35m16.88s,55.588022,11.737,23.869,2460554.58625,2.650232,2.03,6449.0,15.9327,1454.53,1720.0,7.79824,148.925,7400.0,4.11,1.94,2019-11-14 17:07:14,2024-11-06 10:08:02,1.7677729377048184
1432.01,256783784,CANDIDATE,21h57m36.43s,329.401792,+36d19m17.05s,36.321404,42.513,-43.798,2459851.690817,6.1095756,2.441,510.0,2.19963,117.102,916.0,9.4653,95.1757,5587.0,4.51,0.91,2019-11-14 17:07:14,2023-09-19 12:03:04,0.9770252910585511
1433.01,13684720,ACTIVE PLANET CANDIDATE,20h22m09.18s,305.538257,+36d03m53.22s,36.064784,44.041,49.286,2458695.011233,12.4379715,1.7137815,123693.2601599,24.6478297,3.4868062,348.5191947,12.4647,67.9631,3275.0,4.75761,0.476997,2019-11-14 17:07:15,2022-02-10 16:02:01,0.47474928191145155
1434.01,138588540,CANDIDATE,11h45m31.34s,176.380591,+65d32m28.73s,65.541314,1.358,76.389,2458703.408327,29.871853,4.6960535,712.5668187,2.4078494,12.0302137,474.9939578,8.0621,37.7873,5393.86,4.67802,0.735511,2019-11-14 17:07:15,2025-08-01 10:05:58,0.9397695427718814
1435.01,153976959,CANDIDATE,13h34m09.11s,203.537946,+67d37m16.43s,67.62123,89.429,-98.354,2458683.431524,0.6858178,1.3936363,148.2277582,0.9996714,2010.0397143,1707.7366899,9.9802,92.8659,5142.0,4.54622,0.82354,2019-11-14 17:07:15,2025-08-01 10:05:58,0.8697860087186969
1436.01,154383539,CANDIDATE,14h22m24.52s,215.602155,+55d20m03.33s,55.334259,-39.877,135.926,2459690.565813,0.8675883,1.3814953,321.4840933,1.4302423,1118.0589981,1474.8095115,11.0906,131.601,5011.22,4.6136,0.74524,2019-11-14 17:07:15,2022-12-12 16:02:01,0.8317931424714732
1437.01,198356533,CONFIRMED,17h04m33.3s,256.138751,+56d50m33.18s,56.842549,10.709,-20.199,2460660.183368,18.840891,5.765,331.0,2.00342,94.5008,868.0,8.69378,103.297,6093.0,4.32207,1.22,2019-11-14 17:07:15,2025-05-02 16:23:22,1.1392333305214124
1438.01,229650439,CONFIRMED,18h43m41.71s,280.923784,+74d56m16.2s,74.937833,-23.084,53.295,2460641.839847,5.1396666,0.8991981,769.5996824,2.259057,143.9144538,883.3765229,10.3237,110.513,5374.0,5.96065,0.815924,2019-11-14 17:07:15,2025-09-01 12:32:45,22.17034426769006
1438.02,229650439,CONFIRMED,18h43m41.71s,280.923784,+74d56m16.2s,74.937833,-23.084,53.295,2460632.101735,9.4280902,1.377,799.0,2.49195,25.1545,623.0,10.3237,110.513,5374.0,5.96065,0.82,2020-02-21 21:35:16,2025-09-01 12:32:45,22.39240425999231
1439.01,232982558,CONFIRMED,16h07m03.34s,241.763937,+67d52m39.5s,67.87764,-0.587,-20.618,2460638.545561,27.6438617,5.321,560.0,3.68027,68.4355,801.0,9.98671,230.306,5873.0,4.043,1.62,2019-11-14 17:07:15,2025-07-23 10:08:02,1.0564599806449937
144.01,261136679,CONFIRMED,05h37m11.83s,84.29928,-80d27m52.57s,-80.464604,311.187,1048.84,2460011.550653,6.267832,2.789,321.0,1.99779,203.434,1052.0,5.1054,18.2702,5950.0,4.438,1.15,2019-05-07 17:42:40,2023-04-04 16:02:02,1.3219611796964783
1440.01,233617847,CANDIDATE,18h55m10.69s,283.794562,+64d31m52.93s,64.53137,5.121,7.189,2459956.401035,15.5174519,5.322,434.0,2.43592,207.048,1056.0,9.80972,237.152,5780.0,4.438,1.34,2019-11-14 17:07:15,2023-02-27 10:10:02,1.794868426663891
1440.02,233617847,CANDIDATE,18h55m10.69s,283.794562,+64d31m52.93s,64.53137,5.121,7.189,2459656.057163,4.6274206,4.6582573,152.4142924,1.43332,557.8163511,1239.4886654,9.80972,237.152,5780.0,4.438,1.34,2020-09-23 20:00:30,2023-05-25 16:02:01,1.794868426663891
1441.01,233951353,CANDIDATE,20h21m39.1s,305.412906,+58d08m26.98s,58.140828,-24.562,-83.286,2460418.661942,22.092974,5.813,435.0,2.33525,64.932,790.0,9.48477,141.133,5885.0,4.27782,1.24,2019-11-14 17:07:15,2024-11-15 16:02:02,1.0628852777678164
1442.01,235683377,CONFIRMED,19h09m10.1s,287.292101,+74d10m27.39s,74.174276,82.064,462.813,2459768.708421,0.4090681,0.6165726,1281.2294665,1.1833779,207.0242436,967.4422529,12.4934,41.1659,3328.0,4.91612,0.308799,2019-11-14 17:07:15,2023-02-23 10:10:02,0.28661227858310717
1443.01,237232044,CONFIRMED,19h49m35.68s,297.398678,+76d08m21.04s,76.139178,-88.066,21.781,2460623.584541,23.5407467,4.025,956.0,2.11441,16.8576,564.0,9.9377,85.8034,5236.0,4.63898,0.75,2019-11-14 17:07:15,2025-07-23 10:08:02,0.8931523557692614
1444.01,258514800,CONFIRMED,20h21m53.98s,305.474925,+70d56m37.34s,70.943705,46.402,-20.689,2458711.369295,0.4702719,1.3258819,209.49313,1.4344026,5028.6262848,2147.7419002,10.1522,125.463,5466.0,4.48625,0.92499,2019-11-14 17:07:15,2025-08-21 15:10:09,0.9557561396468488
1445.01,259172391,CANDIDATE,19h31m04.26s,292.76774,+71d29m50.49s,71.497358,4.791,-6.731,2459767.018169,9.8130697,3.91,630.0,2.67352,175.261,1013.0,10.6074,215.246,6240.0,4.46607,1.06,2019-11-14 17:07:15,2022-10-24 10:10:02,1.198132232395393
1445.02,259172391,CANDIDATE,19h31m04.26s,292.76774,+71d29m50.49s,71.497358,4.791,-6.731,2459740.829189,4.7842093,2.947,390.0,2.14401,428.772,1267.0,10.6074,215.246,6240.0,4.46607,1.06,2020-07-16 04:56:45,2022-10-24 10:10:02,1.198132232395393
1446.01,294471966,CANDIDATE,20h08m00.35s,302.001457,+51d21m42.47s,51.361796,9.093,-25.93,2458689.364498,6.3170657,2.4466954,688.3375977,2.4720516,108.3220651,822.8089031,10.7502,133.863,5180.0,4.54308,0.83031,2019-11-14 17:07:15,2023-03-15 10:10:02,0.8777757088230494
1446.02,294471966,CANDIDATE,20h08m00.35s,302.001457,+51d21m42.47s,51.361796,9.093,-25.93,2458685.433408,4.5057387,1.885675,428.7456455,1.7133121,169.9741138,920.906304,10.7502,133.863,5180.0,4.54308,0.83031,2023-03-02 20:06:12,2023-05-19 16:02:01,0.8777757088230494
1447.01,298073824,FALSE ALARM,13h25m20.84s,201.336817,+75d58m57.77s,75.982713,-7.486,-1.625,2458684.362799,1.2273079,4.8114753,66.4147779,3.6075647,10396.9641276,2575.4100491,8.1033,309.2709,6906.0,4.438,4.12041,2019-11-14 17:07:15,2024-11-21 10:08:02,16.97086138715392
1448.01,343628284,CONFIRMED,21h05m17.76s,316.324003,+57d46m15.94s,57.771095,-15.721,-64.779,2459857.185608,8.0970819,3.127852,4723.0724376,2.6354043,5.3632275,388.1291894,13.1717,73.3345,3391.0,4.84373,0.381586,2019-11-14 17:07:15,2025-04-20 12:03:53,0.3704570689555217
1449.01,356158613,FALSE ALARM,20h02m50.08s,300.708664,+39d40m06.14s,39.668371,146.31,51.616,2458713.009359,4.09416135,3.417725,2167.3207374,3.492429,1.3124685,272.9870031,10.745,56.3228,5780.0,4.64751,0.604385,2019-11-14 17:07:15,2023-03-15 10:10:02,0.5915076635416964
1449.02,356158613,CANDIDATE,20h02m50.08s,300.708664,+39d40m06.14s,39.668371,146.31,51.616,2458683.580594,2.3691849,1.6840374,699.3113402,1.614201,427.9831307,1160.0492093,10.745,56.3228,5780.0,4.64751,0.604385,2019-11-14 17:07:15,2023-03-15 10:10:02,0.5915076635416964
145.01,265612438,CANDIDATE,22h12m41.93s,333.174716,-55d58m43.69s,-55.978803,-5.816,-4.917,2459060.6424,5.13002,4.78,3376.0,8.86428,842.866,1501.0,11.6789,438.421,5430.7,4.4,1.58,2018-09-05 18:52:24,2021-12-07 16:02:02,2.2863209462740817
1450.01,377293776,CONFIRMED,19h07m24.98s,286.854063,+59d05m11.85s,59.086625,69.923,160.881,2459662.335574,2.0439268,1.008937,465.1929875,1.0924808,44.9492524,660.3898166,10.0306,22.4467,3407.0,4.7606,0.473603,2019-11-14 17:07:15,2025-04-20 12:03:53,0.47125059410206616
1451.01,417931607,CONFIRMED,12h26m05.83s,186.524282,+61d15m32.14s,61.258929,-5.716,-26.87,2460348.107581,16.5379864,2.796,608.0,2.51948,53.0216,751.0,8.9989,91.9362,5781.0,4.43068,1.03,2019-11-14 17:07:15,2024-05-17 10:08:01,1.042743450431481
1452.01,420112589,CONFIRMED,19h20m41.75s,290.173974,+73d11m42.39s,73.195108,7.83,-73.913,2459731.359311,11.0619937,1.7587777,3249.1164334,1.6184944,2.0225025,304.152939,12.295,30.5212,3248.0,4.95407,0.275364,2019-11-14 17:07:15,2023-06-13 16:02:07,0.24871807322829592
1453.01,198390247,CONFIRMED,17h12m53.58s,258.22327,+57d11m52s,57.197778,-71.005,-0.024,2460660.40937,6.5886877,1.678,852.0,2.12746,28.9612,646.0,10.1426,78.7415,4920.0,4.64,0.71,2019-11-14 17:11:15,2025-07-08 10:08:01,0.8023054063433286
1453.02,198390247,CONFIRMED,17h12m53.58s,258.22327,+57d11m52s,57.197778,-71.005,-0.024,2460583.434908,4.3135263,1.874,274.0,1.17405,142.833,963.0,10.1426,78.7415,4920.0,4.64,0.71,2020-02-21 21:35:16,2025-07-21 10:08:04,0.8023054063433286
1454.01,294179385,CANDIDATE,20h03m22.15s,300.842307,+53d17m39.05s,53.294181,7.356,-13.367,2459422.312812,2.6794168,2.988801,13578.3447901,13.6925582,1027.9022729,1444.134709,11.1612,289.372,6075.0,4.38,1.14394,2019-11-18 17:30:16,2024-11-14 10:08:02,1.1445361480865053
1455.01,387259626,ACTIVE PLANET CANDIDATE,20h34m40.87s,308.670288,+66d26m25.38s,66.440384,33.7,20.793,2460656.395911,3.6231364,2.385,17749.0,18.4921,483.742,1306.0,10.1543,245.692,6458.8,4.32,1.35,2019-11-21 21:07:37,2025-07-23 16:00:01,1.3883231268939922
1456.01,199376584,CONFIRMED,20h26m57.87s,306.741134,+33d44m39.8s,33.744388,-36.869,-14.651,2460544.753267,18.712253,6.475,6066.0,10.3984,171.765,1008.0,8.0417,80.6665,6125.0,4.29,1.27,2019-11-21 21:28:29,2024-11-14 10:08:02,1.1466489116798848
1457.01,176860064,ACTIVE PLANET CANDIDATE,23h39m20.8s,354.836651,+45d43m11.46s,45.719851,-4.6,-10.7,2460602.885963,6.3768174,2.752,2760.0,10.541599999999999,774.775,1469.0,7.1145,41.2482,6393.0,4.33,1.23975,2019-12-05 16:42:06,2025-05-02 16:23:22,1.198094998525787
1458.01,191284318,CONFIRMED,00h38m17.53s,9.573034,+42d27m47.15s,42.463096,-21.564,-4.588,2460610.063622,2.7759678,3.074,13613.0,15.4018,1597.59,1761.0,10.374,226.637,6140.0,4.32,1.24,2019-12-05 16:42:06,2025-05-02 16:23:22,1.1712952756719903
1459.01,16920150,FALSE ALARM,01h17m26.83s,19.361773,+26d44m45.42s,26.745951,55.636,-51.974,2458765.545981,9.155934,3.1412022,908.2412562,2.4949092,66.1504006,727.3657867,10.1583,101.358,5219.0,4.55718,0.82204,2019-12-05 16:42:06,2023-07-05 12:02:59,0.88876904971451
146.01,355636844,FALSE POSITIVE,23h53m12.49s,358.302034,-56d00m47.71s,-56.013252,65.392,-27.177,2459080.90325,6.30556,2.946,860.0,10.541599999999999,363.6038948,1183.0274647,10.7124,739.632,5801.93,4.33,1.23975,2018-09-05 18:35:00,2022-10-17 16:02:02,1.198094998525787
1460.01,17005768,FALSE POSITIVE,01h22m26.55s,20.610639,+26d55m32.62s,26.925729,14.4,-4.7,2458765.265116,6.8424983,3.3079378,8029.880305,16.4578474,215.5002138,977.1959895,9.9176,150.102,5766.0,4.438,1.1282001,2019-12-05 16:42:06,2024-11-18 12:03:12,1.2723168799372275
1461.01,44631965,ACTIVE PLANET CANDIDATE,01h28m56.73s,22.236394,+35d51m53.47s,35.864854,31.744,9.327,2458767.317052,3.5686777,2.5811179,20121.1854664,20.2503751,876.963913,1387.9223847,11.3805,359.959,6046.0,4.26929,1.28529,2019-12-05 16:42:06,2021-10-29 12:59:15,1.1197350647765596
1462.01,188768068,CONFIRMED,17h25m23.9s,261.349585,+52d47m25.7s,52.790472,-91.047,-49.639,2460338.523071,2.1779407,2.098,110.0,1.28228,759.183,1462.0,5.8961,27.0498,5801.89,4.25132,1.26,2019-12-05 16:42:06,2024-04-02 10:08:02,1.0324858572556128
1463.01,190998418,CONFIRMED,00h28m12.94s,7.053937,+42d03m40.84s,42.061345,0.919,-6.509,2459856.144266,2.8791023,2.7497683,11426.6170088,12.0920506,693.2320081,1308.6978872,12.0401,367.658,5583.0,4.33946,1.1145999,2019-12-05 16:42:06,2023-01-31 14:54:33,0.9897397682367369
1464.01,229944666,CANDIDATE,19h13m32.39s,288.384969,+62d12m11.25s,62.203124,14.258,13.052,2459643.724417,11.3125266,2.5943007,861.7265878,2.686447,56.1140618,698.0518398,10.8597,151.654,5290.0,4.53286,0.854841,2019-12-05 16:42:06,2023-08-02 16:02:01,0.9087694283490373
1465.01,236887394,CONFIRMED,20h13m31.65s,303.38187,+65d09m44.39s,65.162331,12.636,58.17,2459717.423096,1.4200248,1.431,23730.0,12.5242,382.328,1231.0,11.8478,185.615,4910.0,4.57248,0.77,2019-12-05 16:42:06,2023-03-15 16:02:02,0.8077639586334072
1466.01,237086564,CANDIDATE,20h29m35.17s,307.396532,+61d33m02.61s,61.550725,71.523,67.97,2459823.877249,1.8718991,1.475,920.0,2.40733,167.099,1001.0,11.0278,86.5783,4201.0,4.5079,0.75,2019-12-05 16:42:06,2022-12-07 16:02:01,0.6604585215958524
1467.01,240968774,CONFIRMED,01h16m27.51s,19.114644,+49d13m59.3s,49.233138,108.394,-149.059,2458766.989118,5.9711357,1.5478671,1437.1086027,1.8721145,18.0882455,525.9795517,10.5977,37.4418,3834.0,4.74552,0.490737,2019-12-05 16:42:06,2025-04-20 12:03:53,0.48869807522833314
1468.01,243185500,CONFIRMED,01h06m36.93s,16.653872,+19d13m29.71s,19.224919,-41.465,-222.697,2459450.356025,15.5324385,1.7640717,2937.4953214,2.013576,2.1399188,308.4743596,10.8858,24.7399,3382.0,4.85532,0.369306,2019-12-05 16:42:06,2023-03-03 12:03:04,0.35638198985566344
1468.02,243185500,CONFIRMED,01h06m36.93s,16.653872,+19d13m29.71s,19.224919,-41.465,-222.697,2459448.308156,1.880531,1.1911684,1214.0066593,1.4548629,35.7280633,623.5511988,10.8858,24.7399,3382.0,4.85532,0.369306,2019-12-05 16:42:06,2023-03-03 12:03:04,0.35638198985566344
1469.01,283722336,CONFIRMED,23h13m20.93s,348.337203,+57d10m10.65s,57.169626,2074.52,294.936,2460606.251961,3.0929386,0.8776502,254.2319025,1.2815317,192.9304989,950.5390679,4.6278,6.53127,4884.29,4.59034,0.750598,2019-12-05 16:42:06,2025-05-02 16:23:22,0.7997934204050686
1469.02,283722336,CONFIRMED,23h13m20.93s,348.337203,+57d10m10.65s,57.169626,2074.52,294.936,2460599.497252,6.7650398,1.421,269.0,1.39215,64.6487,789.0,4.6278,6.53127,4884.29,4.59034,0.75,2019-12-05 16:42:06,2025-05-02 16:23:22,0.7985195402603659
